"a","ه"
"gülten","گل تن"
"gülüptan","گلابدان"
"gülzâr","گلزار"
"gümân","گمان"
"gümnâm","گمنام"
"gümrâh","گمراه"
"günah","گناه"
"günahkâr","گناهكار"
"günbed","گنبد"
"güncişk","گنجشك"
"güneh","گنه"
"gürbe","گربه"
"gürbüz","گربز"
"gürg","گرگ"
"güriz","گریز"
"gürîzân","گریزان"
"gürûh","گروه"
"güstâh","گستاخ"
"güşâderû","گشاده رو"
"güşâyiş","گشایش"
"güvâh","گواه"
"güzâf","گزاف"
"güzergâh","گذرگاه"
"güzeşt","گذشت"
"güzîde","گزیده"
"güzin","گزین"
"güzîr","گزیر"
"h","ه ح خ"
"habbe-i hadrâ","حبهء حضرا"
"habbe-i sevdâ","حبهء سودا"
"hacer-i esved","حجر اسود"
"hacer-i semâî","حجر سمائى"
"hadd-i asgarî","حد اصغری"
"hadd-i azamî","حد اعظمى"
"hadd-i tabiî","حد طبيعى"
"hâfız-ı kütüb","حافظ كتب"
"hâiz-i ehemmiyet","حائز اهميت"
"hak","حق"
"hakkâ","حقا"
"hâlet-i ruhiye","حالت روحيه"
"hanif","حنيف"
"harb-i umûmî","حرب عمومى"
"harcıâlem","خرج عالم"
"harcırah","خرج راه"
"hâsılât-ı gayr-i sâfiye","حاصلات غير صافيه"
"hâsılât-ı sâfiye","حاصلات صافيه"
"hasıl-ı kelâm","حاصل كلام"
"hâssuâmm","خاص و عام"
"havâkin","خواقين"
"havâtîn","خواتين"
"hayât-ı cinsiye","حيات جنسيه"
"hayât-ı diniye","حيات دینيه"
"hayât-ı rûz-i merre","حيات روز مره"
"haydud","حيدود"
"hendese","هندسه"
"heyet-i ictimâiye","هيئت اجتماعيه"
"heyet-i mecmua","هيئت مجموعه"
"heyet-i muallimîn","هيئت معلمين"
"hizmet-i vataniye","خدمت وطنيه"
"hubb","حب"
"hukuk-i siyasiye","حقوق سياسيه"
"hulâsa-i kelâm","خلاصهء كلام"
"hulyâ","خوليا"
"hükümet-i müstebide","حكومت مستبده"
"ıhlamur","اخلامور"
"ırk-ı ahmer","عرق احمر"
"ırk-ı ebyaz","عرق ابيض"
"ıttırad","اطراد"
"idâre-i örfiyye","اداره عرفيه"
"îd-i adhâ","عيد اضحى"
"îd-i fıtr","عيد فطر"
"îfâ-yı vazife","ایفای وظيفه"
"ihkâk-ı hak","احقاق حق"
"iştiâl","اشتعال"
"itidâl","اعتدال"
"itizâm-ı mâ lâ yelzem","التزام ما لا یلزم"
"ittihâd-ı islâm","اتحاد اسلام"
"ka'b","كعب"
"kâbil-i kıyas","قابل قياس"
"kâbin","كابين"
"kâbûs","كابوس"
"kâc","كاج"
"kafâ","قفا"
"kafes","قفس"
"kâffe","كافه"
"kâfi","كافى"
"kâğıd","كاغد"
"kâhgil","كاهگل"
"kahhar","قهار"
"kahır","قهر"
"kâhil","كاهل"
"kâhin","كاهن"
"kahr","قهر"
"kahraman","قهرمان"
"kahrübâ","كاهربا"
"kahve","قهوه"
"kâin","كائن"
"kâinât","كائنات"
"kâkül","كاكل"
"kal'","قلع"
"kal'a","قلعه"
"kâlâ","كالا"
"kalbî","قلبى"
"kalbüd","كالبد"
"kalbzen","قلب زن"
"kalem","قلم"
"kalemkârî","قلمكاری"
"kalemrev","قلمرو"
"kalil","قليل"
"kallâş","قلاش"
"kalyân","قليان"
"kâm","كام"
"kamer","قمر"
"kameriyye","قمریه"
"kâmil","كامل"
"kâmilen","كاملا"
"kamîs","قميص"
"kâmkâr","كامكار"
"kâmyâb","كامياب"
"kân","كان"
"kanâat","قناعت"
"kanât","قنات"
"kand","قند"
"kannâd","قناد"
"kantar","قنطار"
"kânûn","كانون"
"ka'r","قعر"
"kâr","كار"
"karâbet","قرابت"
"karâin","قرائن"
"karar","قرار"
"karargîr","قرارگير"
"kârbân","كاربان"
"kârd","كارد"
"kârdân","كاردان"
"kârgâh","كارگاه"
"kârger","كارگر"
"karha","قرحه"
"kârhane","كارخانه"
"kâr-ı kadim","كار قدیم"
"karîb","قریب"
"karîben","قریبا"
"karîha","قریحه"
"karin","قرین"
"karîne","قرینه"
"kâriz","كاریز"
"karn","قرن"
"kârşinâs","كارشناس"
"kârvan","كاروان"
"karvanserây","كاروان سرای"
"karye","قریه"
"karz","قرض"
"kârzâr","كارزار"
"kasab","قصب"
"kasaba","قصبه"
"kasâid","قصائد"
"kasâvet","قساوت"
"kasd","قصد"
"kasden","قصدا"
"kâse","كاسه"
"kâse-i ser","كاسهء سر"
"kâselîs","كاسه ليس"
"kasem","قسم"
"kasır","قصر"
"kâsib","كاسب"
"kaside","قصيده"
"kasîdeserâ","قصيده سرا"
"kasîr","قصير"
"kasr","قصر"
"kassab","قصاب"
"kassar","قصار"
"kasvet","قسوت"
"kâş","كاش"
"kâşâne","كاشانه"
"kâşî","كاشى"
"kâşif","كاشف"
"kâşki","كاشكى"
"kat'","قطع"
"kat'an","قطعا"
"katarât","قطرات"
"kat'en","قطعا"
"katf","قطف"
"kat'î","قطعى"
"kâtib","كاتب"
"kâtip","كاتب"
"kat'iyet","قطعيت"
"kat'iyyen","قطعيا"
"katre","قطره"
"kavâfil","قوافل"
"kavâid","قواعد"
"kavânîn","قوانين"
"kavî","قوی"
"kavim","قوم"
"kavis","قوس"
"kaviyü'l-bünye","قوی البنيه"
"kavl","قول"
"kavm","قوم"
"kavmî","قومى"
"kavmiyet","قوميت"
"kavs","قوس"
"kay'","قى ء"
"kayd","قيد"
"kazâ","قضا"
"kazâî","قضائى"
"kazârâ","قضارا"
"kazâyâ","قضایا"
"kâzib","كاذب"
"kaziyye","قضيه"
"kebed","كبد"
"kebîr","كبير"
"kebş","كبش"
"kebûd","كبود"
"kec","كج"
"kecbîn","كجبين"
"keçel","كچل"
"kedd","كد"
"keder","كدر"
"kedernâk","كدرناک"
"kedhüda","كدخدا"
"kedû","كدو"
"ke'enlemyekün","كأن لم یكن"
"kef","كف"
"kefâlet","كفالت"
"kefçe","كفچه"
"kefel","كفل"
"kefere","كفره"
"keff","كف"
"keffe","كفه"
"kefgîr","كفگير"
"kefil","كفيل"
"kefş","كفش"
"keftâr","كفتار"
"kefter","كفتر"
"kehânet","كهانت"
"kehene","كهنه"
"kehf","كهف"
"kehhâl","كحال"
"kehkeşan","كهكشان"
"kej","كژ"
"kejdüm","كژدم"
"kelâğ","كلاغ"
"kelâm","كلام"
"kelâm-ı kadim","كلام قدیم"
"kelâm-ı kibâr","كلام كبار"
"kelb","كلب"
"kelimât","كلمات"
"kelime","كلمه"
"kelle","كله"
"kem","كم"
"kemâbîş","كمابيش"
"kemâfissâbık","كما فى السابق"
"kemâkân","كماكان"
"kemâl","كمال"
"kemân","كمان"
"kemânebrû","كمان ابرو"
"kemankeş","كمانكش"
"kemâyenbağî","كما ینبغى"
"kemend","كمند"
"kemend-i zülf","كمند زلف"
"kemer","كمر"
"kemerbend","كمربند"
"kemîn","كمين"
"kemter","كمتر"
"kemyâb","كمياب"
"kenâr","كنار"
"kenef","كنف"
"kenîse","كنيسه"
"kenîz","كنيز"
"kenz","كنز"
"ker","كر"
"kerâhet","كراهت"
"kerâmet","كرامت"
"kerân","كران"
"kere","كره"
"kerefs","كرفس"
"kerem","كرم"
"keremkâr","كرمكار"
"kerhen","كرها"
"kerîh","كریه"
"kerîm","كریم"
"kerîme","كریمه"
"kerkes","كركس"
"kerrât","كرات"
"kerre","كره"
"kerûbî","كروبى"
"kervan","كروان"
"kes","كس"
"ke's","كأس"
"kesâd","كساد"
"kesâfet","كثافت"
"kesâlet","كسالت"
"kesb","كسب"
"kesbî","كسبى"
"kese","كيسه"
"kesîf","كثيف"
"kesîr","كثير"
"kesîrü'l-istimâl","كثيرالاستعمال"
"kesret","كثرت"
"keşf","كشف"
"keşif","كشف"
"keşkûl","كشكول"
"keşmekeş","كشمكش"
"keştî","كشتى"
"keştîbân","كشتيبان"
"ketif","كتف"
"ketm","كتم"
"kettân","كتان"
"ketûm","كتوم"
"kevâkib","كواكب"
"kevkeb","كوكب"
"kevkebe","كوكبه"
"kevn","كون"
"kevser","كوثر"
"keyd","كيد"
"keyf","كيف"
"keyfe mâ ittafak","كيف ما اتفق"
"keyfiyet","كيفيت"
"keyfiyyet","كيفيت"
"keyhân","كيهان"
"keyvan","كيوان"
"kezâ","كذا"
"kezâlik","كذالك"
"kezzâb","كذاب"
"kılâ'","قلاع"
"kıllet","قلت"
"kıran","قران"
"kırba","قربه"
"kırtâsiye","قرطاسيه"
"kısm","قسم"
"kısmen","قسما"
"kısmet","قسمت"
"kıssa","قصه"
"kıst","قسط"
"kıstas","قسطاس"
"kışr","قشر"
"kıt'a","قطعه"
"kıyafet","قيافت"
"kıyâm","قيام"
"kıyamet","قيامت"
"kıyas","قياس"
"kıymet","قيمت"
"kıymetdar","قيمتدار"
"kıyr","قير"
"kıyye","قيه"
"kibar","كبار"
"kibr","كبر"
"kifayet","كفایت"
"kihâlet","كحالت"
"kîl","قيل"
"kilâb","كلاب"
"kîle","كيله"
"kilîsa","كليسا"
"kilk","كلك"
"kîlükâl","قيل و قال"
"kilye","كليه"
"kimyâger","كيمياگر"
"kimyevî","كيميوی"
"kinâyeâmîz","كنایه آميز"
"kindar","كيندار"
"kînecû","كينه جو"
"kirâm","كرام"
"kirâren","كرارا"
"kirbâs","كرباس"
"kirm","كرم"
"kirm-i ebrîşem","كرم ابریشم"
"kirm-i şebefruz","كرم شب افروز"
"kîse","كيسه"
"kisve","كسوه"
"kisvet","كسوت"
"kîş","كيش"
"kişt","كشت"
"kiştzar","كشتزار"
"kişver","كشور"
"kişverküşâ","كشوركشا"
"kitâb","كتاب"
"kitâbe","كتابه"
"kitabhâne","كتابخانه"
"kitmân","كتمان"
"kiyâset","كياست"
"kizb","كذب"
"köhne","كهنه"
"kûçe","كوچه"
"kudât","قضات"
"kûdek","كودک"
"kûfe","كوفه"
"kufl","قفل"
"kûfte","كوفته"
"kûh","كوه"
"kûhân","كوهان"
"kûhistan","كوهستان"
"kuhl","كحل"
"kulel","قلل"
"kullâb","قلاب"
"kulle","قله"
"kulûb","قلوب"
"kumâr","قمار"
"kumâş","قماش"
"kumrî","قمری"
"kûr","كور"
"kur'a","قرعه"
"kurâze","قراضه"
"kurb","قرب"
"kûre","كوره"
"kûrî","كوری"
"kurs","قرص"
"kurûn","قرون"
"kurûn-i kadîme","قرون قدیمه"
"kurûn-i ûlâ","قرون اولى"
"kurûn-i vüstâ","قرون وسطى"
"kûs","كوس"
"kûse","كوسه"
"kusûr","قصور"
"kûşe","كوشه"
"kûşiş","كوشش"
"kûşk","كوشك"
"kût","قوت"
"kûtah","كوتاه"
"kûtahnazar","كوتاه نظر"
"kutb","قطب"
"kutn","قطن"
"kutr","قطر"
"kuûd","قعود"
"kuvâ","قوا"
"kuvve","قوه"
"kuvve-i muhayyile","قوهء مخيله"
"kuvve-i müeyyide","قوهء مؤیده"
"kuvvet","قوت"
"kûy","كوی"
"kuyûd","قيود"
"kuyûdat","قيودات"
"kuzât","قضات"
"kûze","كوزه"
"kübrâ","كبرا"
"küdûr","كدور"
"küdûret","كدورت"
"küffar","كفار"
"küfr","كفر"
"küfrbâz","كفرباز"
"kühen","كهن"
"külah","كلاه"
"külbe","كلبه"
"küleh","كله"
"külfet","كلفت"
"küll","كل"
"küllî","كلى"
"külliyyen","كليا"
"künc","كنج"
"küngüre","كنگره"
"künh","كنه"
"künûn","كنون"
"künûz","كنوز"
"küre","كره"
"küre-i arz","كرهء ارض"
"kürevî","كروی"
"kürre","كره"
"kürsî","كرسى"
"küsûf","كثوف"
"küsûr","كسور"
"küşad","كشاد"
"küştî","كشتى"
"küttâb","كتاب"
"kütüb","كتب"
"kütübhâne","كتبخانه"
"lâ","لا"
"lâakal","لااقل"
"lâbe","لابه"
"lâbis","لابس"
"lâbüd","لابد"
"lâcerem","لاجرم"
"lâcverd","لاجورد"
"lâdînî","لادینى"
"lâf","لاف"
"lafazan","لافزن"
"lafız","لفظ"
"lâfügüzâf","لاف و گزاف"
"lafz","لفظ"
"lafzî","لفظى"
"lâgar","لاغر"
"lağv","لغو"
"lağz","لغز"
"lağziş","لغزش"
"lahd","لحد"
"lahika","لاحقه"
"lahm","لحم"
"lahn","لحن"
"laht","لخت"
"lâhûtî","لاهوتى"
"lahza","لحظه"
"laîn","لعين"
"lakab","لقب"
"lâkayd","لاقيد"
"lâkaydî","لاقيدی"
"lâkin","لكن"
"laklâk","لقلاق"
"laklaka","لقلقه"
"la'l","لعل"
"lâl","لال"
"lâle","لاله"
"lâlekâ","لالكا"
"lâlettayin","لا على التعيين"
"lâlezar","لاله زار"
"lâmehâle","لامحاله"
"lâmekan","لامكان"
"lâmi'","لامع"
"lâmia","لامعه"
"lâmise","لامسه"
"lâne","لانه"
"lanet","لعنت"
"lâsiyyema","لاسيما"
"lâşe","لاشه"
"lâşehâr","لاشه خوار"
"latif","لطيف"
"latife","لطيفه"
"latifegû","لطيفه گو"
"latme","لطمه"
"lâubali","لاابالى"
"lây","لای"
"lâya'kil","لایعقل"
"lâyemut","لایموت"
"lâyenkatı","لاینقطع"
"lâyetecezza","لایتجزا"
"lâyetegayyer","لایتغير"
"lâyetenâhi","لا یتناهى"
"lâyetezelzül","لا یتزلزل"
"lâyiha","لایحه"
"lâyuad","لایعد"
"lâzevâl","لازوال"
"lâzım","لازم"
"lâzıme","لازمه"
"leâli","لئالى"
"leb","لب"
"lebâleb","لبالب"
"leben","لبن"
"leb-i derya","لب دریا"
"lecâcet","لجاجت"
"lecûc","لجوج"
"ledünnî","لدنى"
"leffen","لفا"
"leh","له"
"lehv","لهو"
"leîm","لئيم"
"leîmâne","لئيمانه"
"leked","لكد"
"lekedâr","لكه دار"
"lem'a","لمعه"
"lemeân","لمعان"
"lemeât","لمعات"
"lems","لمس"
"lemyezel","لم یزل"
"leng","لنگ"
"lerzân","لرزان"
"lerziş","لرزش"
"leşker","لشكر"
"letâfet","لطافت"
"letâif","لطائف"
"levâhık","لواحق"
"levâyih","لوایح"
"levâzım","لوازم"
"levend","لوند"
"levh","لوح"
"levha","لوحه"
"levn","لون"
"levs","لوث"
"levze","لوزه"
"leyâlî","ليالى"
"leyl","ليل"
"leyle","ليله"
"leylî","ليلى"
"leylünehâr","ليل و نهار"
"leyyin","لين"
"lezîz","لذیذ"
"lezzât","لذات"
"lezzet","لذت"
"libas","لباس"
"licâm","لجام"
"lifâfe","لفافه"
"ligâm","لگام"
"lihâf","لحاف"
"lihye","لحيه"
"lîk","ليك"
"likâ","لقا"
"lîme","ليمه"
"lîmû","ليمو"
"lisân","لسان"
"lisanî","لسانى"
"lisâniyyat","لسانيات"
"lise","لثه"
"livâ","لوا"
"livata"," لواطه"
"liyakat","لياقت"
"luâb","لعاب"
"lu'bet","لعبت"
"lu'betbaz","لعبت باز"
"lugat","لغت"
"lugât","لغات"
"lugaz","لغز"
"lukme","لقمه"
"lûle","لوله"
"lutf","لطف"
"lutfkâr","لطفكار"
"lutufdîde","لطف دیده"
"lutufkâr","لطفكار"
"lübb","لب"
"lücce","لجه"
"lüknet","لكنت"
"lüle","لوله"
"lü'lü","لؤلؤ"
"lüzum","لزوم"
"maâbid","معابد"
"maâbir","معابر"
"maâd","معاد"
"mâadâ","ماعدا"
"maâdin","معادن"
"maalesef","مع الأسف"
"maalmemnûniye","مع الممنونيه"
"maânî","معانى"
"maârif","معارف"
"maâş","معاش"
"maatteessüf","مع التأسف"
"ma'âyib","معایب"
"maazâlik","مع ذلك"
"maâzallah","معاذ اﷲ"
"mâbad","مابعد"
"mâba'dut-tabîa","مابعدالطبيعه"
"mâba'duttabîiyye","مابعدالطبيعيه"
"mabed","معبد"
"ma'ber","معبر"
"mâbeyn","مابين"
"mabud","معبود"
"mâcera","ماجرا"
"mâceraperest","ماجراپرست"
"maceraperestî","ماجراپرستى"
"mâdâmülhayat","مادامالحيات"
"madde be madde","ماده بماده"
"maddî","مادی"
"maddiyet","مادیت"
"maddiyye","مادیه"
"mâde","ماده"
"mâdelet","معدلت"
"madeniyyât","معدنيات"
"mâder","مادر"
"maderî","مادری"
"mâderzâd","مادرزاد"
"mâdiyân","مادیان"
"madûd","معدود"
"mâdum","معدوم"
"mâdumiyet","معدوميت"
"mâdun","مادون"
"mâfevk","مافوق"
"mafsal","مفصل"
"magâre","مغاره"
"mağâk","مغاک"
"mağâzî","مغازی"
"mağbûn","مغبون"
"mağdûr","مغدور"
"mağduriyet","مغدوریت"
"mağfiret","مغفرت"
"mağfur","مغفور"
"mağlata","مغلطه"
"mağlub","مغلوب"
"mağmûm","مغموم"
"mağrib","مغرب"
"mağrur","مغرور"
"mağrûrane","مغرورانه"
"mağsub","مغصوب"
"mağşuş","مغشوش"
"mağz","مغز"
"mağzûb","مغضوب"
"mâh","ماه"
"mahabbet","محبت"
"mahâfil","محافل"
"mahâkim","محاكم"
"mahal","محل"
"mahall","محل"
"mahallî","محلى"
"mahalliye","محليه"
"mâhâne","ماهانه"
"mahâret","مهارت"
"mâhasal","ماحصل"
"mahâsin","محاسن"
"mâhazar","ماحضر"
"mahâzin","مخازن"
"mahâzîr","محاذیر"
"mahbes","محبس"
"mahbûb","محبوب"
"mahbus","محبوس"
"mahcûb","محجوب"
"mahcûbiyet","محجوبيت"
"mahcûz","محجوظ"
"mahdud","محدود"
"mahdum","مخدوم"
"mâhe","ماهه"
"mahfaza","محفظه"
"mahfî","مخفى"
"mahfil","محفل"
"mahfiyyen","مخفيا"
"mahfuz","محفوظ"
"mâh-ı nev","ماه نو"
"mâh-ı sipihr","ماه سپهر"
"mâhî","ماهى"
"mahir","ماهر"
"mahiyet","ماهيت"
"mahkûk","محكوک"
"mahkum","محكوم"
"mahlas","مخلص"
"mahlû","مخلوع"
"mahluk","مخلوق"
"mahlul","محلول"
"mahlut","مخلوط"
"mahmûd","محمود"
"mahmul","محمول"
"mahmur","مخمور"
"mâhpâre","ماه پاره"
"mahrec","مخرج"
"mahrem","محرم"
"mâhru","ماهرو"
"mahruk","محروق"
"mahrûkat","محروقات"
"mahrum","محروم"
"mahrumiyet","محروميت"
"mahrut","مخروط"
"mahsûb","محسوب"
"mahsûl","محصول"
"mahsur","محصور"
"mahsus","مخصوص"
"mahsûs","مخصوص"
"mahşer","محشر"
"mâhtâb","ماهتاب"
"mahtûm","مختوم"
"mahtût","مخطوط"
"mahv","محو"
"mahz","محض"
"mahzar","محضر"
"mahzun","محزون"
"mahzûnane","محزونانه"
"mahzur","محذور"
"mahzûzat","محظوظات"
"mâî","مائى"
"mâ-i mukattar","ماء مقطر"
"mâide","مائده"
"mâil","مائل"
"maîşet","معيشت"
"maiyyet","معيت"
"makâbir","مقابر"
"mâkabl","ماقبل"
"mâkablettârih","ماقبل التاریخ"
"mak'ad","مقعد"
"makâl","مقال"
"makam","مقام"
"makâmat","مقامات"
"makarr","مقر"
"makâsıd","مقاصد"
"makber","مقبر"
"makbere","مقبره"
"makbul","مقبول"
"makbuz","مقبوض"
"makdem","مقدم"
"makdur","مقدور"
"makes","معكس"
"makhûr","مقهور"
"mâkiyan","ماكيان"
"makrun","مقرون"
"maksad","مقصد"
"maksûd","مقصود"
"makta","مقطع"
"maktel","مقتل"
"maktû","مقطوع"
"maktül","مقتول"
"mâkul","معقول"
"makûlat","معقولات"
"makûle","مقوله"
"makûs","معكوس"
"mal","مال"
"mâlâmâl","مالامال"
"mâlî","مالى"
"mâlihulya","مالى خوليا"
"mâlik","مالك"
"mâlikiyet","مالكيت"
"maliye","ماليه"
"malûl","معلول"
"malûlen","معلولا"
"malûlîn","معلولين"
"malûm","معلوم"
"malûmat","معلومات"
"malûmatfurûş","معلومات فروش"
"mâmafih","مع مافيه"
"mâmelek","ماملك"
"mamûl","معمول"
"mamûlat","معمولات"
"mamûr","معمور"
"mamûre","معموره"
"mamûriyet","معموریت"
"mana","معنى"
"manen","معنا"
"mânend","مانند"
"manevî","معنوی"
"maneviyat","معنویات"
"mani","معنى"
"ma'ni","معنى"
"mânia","مانعه"
"manidar","معنى دار"
"mansıb","منصب"
"mansıbdar","منصبدار"
"mansur","منصور"
"mantıkan","منطقا"
"mantıkî","منطقى"
"mantıkiyyûn","منطقيون"
"manzar","منظر"
"manzara","منظره"
"manzum","منظوم"
"manzûmât","منظومات"
"manzûme","منظومه"
"manzur","منظور"
"mâr","مار"
"maraz","مرض"
"ma'raz","معرض"
"marazî","مرضى"
"ma'reke","معركه"
"mârgîr","مارگير"
"marifet","معرفت"
"mariz","مریض"
"mârpîç","مارپيچ"
"maruf","معروف"
"maruz","معروض"
"maruzat","معروضات"
"mâsabak","ماسبق"
"masâri","مصارع"
"masârif","مصارف"
"masdar","مصدر"
"mâsebak","ماسبق"
"mashara","مسخره"
"mâsiva","ماسوی"
"masiyet","معصيت"
"maskat","مسقط"
"maskat-ı re's","مسقط رأس"
"maslahat","مصلحت"
"maslahatgüzar","مصلحت گزار"
