"a","ه"
"MÜSTAİD","مستعد"
"MÜSTAKİL","مستقل"
"MÜSTAKİLLEN","مستقلا"
"MÜSTAKRAZA","مستقرضه"
"MÜSTAMEL","مستعمل"
"MÜSTA'MERE","مستعمره"
"MÜSTANTIK","مستنطق"
"MÜSTEBİD","مستبد"
"MÜSTE'CİR","مستأجر"
"MÜSTEHLİK","مستهلك"
"MÜSTEHZİ","مستهزی"
"MÜSTEMLEKE","مستملكه"
"MÜSTENİD","مستند"
"MÜSTENİDEN","مستندا"
"MÜSTERİH","مستریح"
"MÜSTESNÂ","مستثنى"
"MÜSTEŞAR","مستشار"
"MÜSTEŞRİK","مستشرق"
"MÜSVEDDE","مسوده"
"MÜŞABEHET","مشابهت"
"MÜŞABİH","مشابه"
"MÜŞAHEDÂT","مشاهدات"
"MÜŞÂHEDE","مشاهده"
"MÜŞAHHAS","مشخص"
"MÜŞARİK","مشارک"
"MÜŞARÜNİLEYH","مشار اليه"
"MÜŞA'ŞA","مشعشع"
"MÜŞAVERE","مشاوره"
"MÜŞEKKEL","مشكل"
"MÜŞEVVEŞ","مشوش"
"MÜŞFİK","مشفق"
"MÜŞİR","مشير"
"MÜŞKİL","مشكل"
"MÜŞKİLÂT","مشكلات"
"MÜŞKİLPESEND","مشكل پسند"
"MÜŞT","مشت"
"MÜŞTAİL","مشتعل"
"MÜŞTAK","مشتاق"
"MÜŞTEHİR","مشتهر"
"MÜŞTEKİ","مشتكى"
"MÜŞTEMİLAT","مشتملات"
"MÜŞTEREKEN","مشتركا"
"MÜTALAA","مطالعه"
"MÜTAREKE","متاركه"
"MÜTEADDİD","متعدد"
"MÜTEAFFİN","متعفن"
"MÜTEAHHİD","متعهد"
"MÜTEAKİB","متعاقب"
"MÜTEALLİK","متعلق"
"MÜTEALLİM","متعلم"
"MÜTEAMMİM","متعمم"
"MÜTEANNİD","متعند"
"MÜTEÂRİFE","متعارفه"
"MÜTEASSIB","متعصب"
"MÜTEBAHHİR","متبحر"
"MÜTEBAHHİRANE","متبحرانه"
"MÜTEBAKİ","متباقى"
"MÜTEBARİZ","متبارز"
"MÜTEBASBIS","متبصبص"
"MÜTEBESSİM","متبسم"
"MÜTECÂNİS","متجانس"
"MÜTECÂVİZ","متجاوز"
"MÜTECEDDİD","متجدد"
"MÜTECELLÎ","متجلى"
"MÜTECESSİS","متجسس"
"MÜTECESSİSÂNE","متجسسانه"
"MÜTEDAİR","متدائر"
"MÜTEDEYYİN","متدین"
"MÜTEEHHİL","متأهل"
"MÜTEELLİM","متألم"
"MÜTEESSİF","متأسف"
"MÜTEESSİFÂNE","متأسفانه"
"MÜTEESSİR","متأثر"
"MÜTEEZZÎ","متأذی"
"MÜTEFEKKİR","متفكر"
"MÜTEFEKKİRANE","متفكرانه"
"MÜTEFELSİFÂNE","متفلسفانه"
"MÜTEFENNİN","متفنن"
"MÜTEFERRİK","متفرق"
"MÜTEFESSİH","متفسخ"
"MÜTEGALLİB","متغلب"
"MÜTEGÂYİR","متغایر"
"MÜTEHACCİR","متحجر"
"MÜTEHALİF","متخالف"
"MÜTEHAMMİL","متحمل"
"MÜTEHARRÎ","متحری"
"MÜTEHARRİK","متحرک"
"MÜTEHASSIS","متخصص"
"MÜTEHASSİR","متحسر"
"MÜTEHASSİS","متحسس"
"MÜTEHÂŞİ","متحاشى"
"MÜTEHAVVİL","متحول"
"MÜTEHAYYİR","متحير"
"MÜTEKÂBİL","متقابل"
"MÜTEKÂBİLE","متقابله"
"MÜTEKÂBİLEN","متقابلا"
"MÜTEKADDİM","متقدم"
"MÜTEKAİD","متقاعد"
"MÜTEKAMİL","متكامل"
"MÜTEKEBBİR","متكبر"
"MÜTEKEDDİR","متكدر"
"MÜTEKELLİM","متكلم"
"MÜTELEBBİS","متلبس"
"MÜTELEVVİN","متلون"
"MÜTEMADİ","متمادی"
"MÜTEMADİYEN","متمادیا"
"MÜTEMAYİL","متمایل"
"MÜTEMEDDİN","متمدن"
"MÜTEMELLİK","متملك"
"MÜTEMERKİZ","متمركز"
"MÜTEMEVVİC","متموج"
"MÜTEMEVVİL","متمول"
"MÜTEMMİM","متمم"
"MÜTENÂHİ","متناهى"
"MÜTENASİB","متناسب"
"MÜTENAVİB","متناوب"
"MÜTENÂZIR","متناظر"
"MÜTENEFFİZÂN","متنفذان"
"MÜTENEVVİ","متنوع"
"MÜTERADİF","مترادف"
"MÜTERAFİK","مترافق"
"MÜTERCEM","مترجم"
"MÜTERCİM","مترجم"
"MÜTESADİF","متصادف"
"MÜTESÂVİ","متساوی"
"MÜTESÂVİYEN","متساویا"
"MÜTESELLİ","متسلى"
"MÜTESELSİL","متسلسل"
"MÜTESELSİLEN","متسلسلا"
"MÜTEŞÂİR","متشاعر"
"MÜTEŞEBBİS","متشبث"
"MÜTEŞEKKÎ","متشكى"
"MÜTEŞEKKİL","متشكل"
"MÜTEŞEKKİR","متشكر"
"MÜTEŞETTİT","متشتت"
"MÜTETEBBİ","متتبع"
"MÜTEVAKKIF","متوقف"
"MÜTEVALİYEN","متواليا"
"MÜTEVATTIN","متوطن"
"MÜTEVÂZI","متواضع"
"MÜTEVÂZIYÂNE","متواضيانه"
"MÜTEVAZİN","متوازن"
"MÜTEVECCİH","متوجه"
"MÜTEVECCİHEN","متوجها"
"MÜTEVEFFÂ","متوفا"
"MÜTEVEKKİL","متوكل"
"MÜTEVELLÎ","متولى"
"MÜTEVELLİD","متولد"
"MÜTEVERRİM","متورم"
"MÜTEYAKKIZ","متيقظ"
"MÜTEZÂYİD","متزاید"
"MÜTEZELZİL","متزلزل"
"MÜTTEFİK","متفق"
"MÜTTEHİD","متحد"
"MÜVEKKİL","موكل"
"MÜVERRAH","مورخ"
"MÜVERRİH","مورخ"
"MÜVERRİHİN","مورخين"
"MÜZAHERET","مظاهرت"
"MÜZAHREFAT","مزخرفات"
"MÜZAKERE","مذاكره"
"MÜZAYEDE","مزایده"
"MÜZEHHEB","مذهب"
"MÜZEKKER","مذكر"
"MÜZEVVİR","مزور"
"MÜZEYYEN","مزین"
"MÜZMİN","مزمن"
"NÂ","نا"
"NÂÂŞNÂ","نا آشنا"
"NAAT","نعت"
"NÂB","ناب"
"NÂBECÂ","نابجا"
"NÂBEHRE","نابهره"
"NÂBEKÂR","نابكار"
"NÂBÎNA","نابينا"
"NÂBÛD","نابود"
"NABZ","نبض"
"NABZGÎR","نبض گير"
"NÂCÎ","ناجى"
"NÂCİNS","ناجنس"
"NÂÇÂR","ناچار"
"NÂÇÎZ","ناچيز"
"NÂDÂN","نادان"
"NÂDÎ","نادی"
"NÂDİM","نادم"
"NÂDİR","نادر"
"NÂDİRÂT","نادرات"
"NÂDİRE","نادره"
"NÂDİREN","نادرا"
"NÂEHL","ناأهل"
"NÂF","ناف"
"NAFAKA","نفقه"
"NÂFE","نافه"
"NÂFERCÂM","نافرجام"
"NÂFIA","نافعه"
"NÂFİLE","نافله"
"NÂFİZ","نافذ"
"NÂGÂH","ناگاه"
"NÂGEHAN","ناگهان"
"NAĞAMÂT","نغمات"
"NAĞME","نغمه"
"NAĞZ","نغز"
"NÂHAK","ناحق"
"NÂHALEF","ناخلف"
"NAHÇÎR","نخچير"
"NÂHENCÂR","ناهنجار"
"NÂHİD","ناهيد"
"NAHİF","نحيف"
"NÂHİYE","ناحيه"
"NAHLİSTAN","نخلستان"
"NÂHOŞ","ناخوش"
"NAHS","نحس"
"NÂHUN","ناخن"
"NAHV","نحو"
"NAHVET","نخوت"
"NAHVÎ","نحوی"
"NÂİB","نائب"
"NÂİL","نائل"
"NÂİM","نائم"
"NÂKA","ناقه"
"NAKD","نقد"
"NAKDEN","نقدا"
"NÂKES","ناكس"
"NÂKIS","ناقص"
"NAKIŞ","نقش"
"NAKİB","نقيب"
"NÂKİL","ناقل"
"NAKÎSA","نقيصه"
"NAKÎSE","نقيصه"
"NAKKAD","نقاد"
"NAKKAL","نقال"
"NAKKARE","نقاره"
"NAKL","نقل"
"NAKLEN","نقلا"
"NAKLİYAT","نقليات"
"NAKLİYE","نقليه"
"NAKŞ","نقش"
"NÂKUS","ناقوس"
"NAKZ","نقض"
"NA'L","نعل"
"NÂLÂN","نالان"
"NA'LBEND","نعلبند"
"NA'LBUR","نعلبر"
"NA'LÇE","نعلچه"
"NÂLE","ناله"
"NÂLENDE","نالنده"
"NÂM","نام"
"NÂMAHDUD","نامحدود"
"NÂMAHREM","نامحرم"
"NÂMAHSUS","نامحسوس"
"NÂMAKBUL","نامقبول"
"NÂMAKUL","نامعقول"
"NÂMALÛM","نامعلوم"
"NÂMÂVER","نام آور"
"NAMAZ","نماز"
"NAMAZGÂH","نمازگاه"
"NÂMBERDAR","نامبردار"
"NÂMCÛ","نامجو"
"NÂMDAR","نامدار"
"NÂME","نامه"
"NÂMEFHÛM","نامفهوم"
"NÂME'MÛL","نامأمول"
"NÂMERD","نامرد"
"NÂMER'Î","نامرئى"
"NÂMESBÛK","نامسبوق"
"NÂMÎ","نامى"
"NÂMURAD","نامراد"
"NÂMUS","ناموس"
"NÂMUSKÂR","ناموسكار"
"NAMUSKÂRANE","ناموسكارانه"
"NÂMÜSAİD","نامساعد"
"NÂMÜTENAHİ","نامتناهى"
"NÂMVER","نامور"
"NAMZED","نامزد"
"NÂN","نان"
"NA'NÂ'","نعناع"
"NÂPÂYİDAR","ناپایدار"
"NÂPERVÂ","ناپروا"
"NA'RE","نعره"
"NÂRENCÎ","نارنجى"
"NÂRES","نارس"
"NÂRESÂ","نارسا"
"NÂREVÂ","ناروا"
"NARH","نرخ"
"NÂS","ناس"
"NASÂRA","نصارا"
"NASÂYİH","نصایح"
"NASİB","نصيب"
"NASİHAT","نصيحت"
"NÂSİPAS","ناسپاس"
"NÂSİYE","ناصيه"
"NASRÂNİ","نصرانى"
"NASS","نص"
"NÂSÛTÎ","ناسوتى"
"NA'Ş","نعش"
"NÂŞÎ","ناشى"
"NÂŞİNAS","ناشناس"
"NÂŞİR","ناشر"
"NA'T","نعت"
"NÂTAMAM","ناتمام"
"NÂTIK","ناطق"
"NÂTIKA","ناطقه"
"NÂTIKAPERDÂZ","ناطقه پرداز"
"NATS","نطس"
"NATÛK","نطوق"
"NÂTÜVÂN","ناتوان"
"NÂV","ناو"
"NÂVDAN","ناودان"
"NÂVEK","ناوک"
"NÂY","نای"
"NÂYÇE","نایچه"
"NÂYÎ","نایى"
"NÂYZEN","نایزن"
"NAZ","ناز"
"NÂZAN","نازان"
"NAZAR","نظر"
"NAZARAN","نظرا"
"NAZARGÂH","نظرگاه"
"NAZAR-I ŞÜBHE","نظر شبهه"
"NAZARÎ","نظری"
"NAZARİYAT","نظریات"
"NAZARİYE","نظریه"
"NAZARİYYAT","نظریات"
"NÂZENDE","نازنده"
"NÂZENİN","نازنين"
"NÂZIM","ناظم"
"NÂZIR","ناظر"
"NAZİF","نظيف"
"NÂZİK","نازک"
"NÂZİKÂNE","نازكانه"
"NÂZİL","نازل"
"NAZİLE","نازله"
"NAZÎR","نظير"
"NAZM","نظم"
"NAZMEN","نظما"
"NÂZPERVER","نازپرور"
"NÂZPERVERDE","نازپرورده"
"NEBAT","نبات"
"NEBÂT","نبات"
"NEBÂTÂT","نباتات"
"NEBATÎ","نباتى"
"NEBERD","نبرد"
"NEBÎ","نبى"
"NEBÎRE","نبيره"
"NECABET","نجابت"
"NECÂSET","نجاست"
"NECÎB","نجيب"
"NECÎS","نجيس"
"NECM","نجم"
"NEDÂMET","ندامت"
"NEDİM","ندیم"
"NEDRET","ندرت"
"NEF'","نفع"
"NEFÂİS","نفائس"
"NEFÂSET","نفاست"
"NEFER","نفر"
"NEFHA","نفحه"
"NEFÎR","نفير"
"NEFRİN","نفرین"
"NEFS","نفس"
"NEFS- İ EMMÂRE","نفس اماره"
"NEFS-İ","نفس"
"NEFSÎ","نفسى"
"NEFTÎ","نفتى"
"NEHÂR","نهار"
"NEHÂRÎ","نهاری"
"NEHC","نهج"
"NEHENG","نهنگ"
"NEHİY","نهى"
"NEHR","نهر"
"NEHY","نهى"
"NEJAD","نژاد"
"NEKAHET","نقاهت"
"NEKBET","نكبت"
"NEKES","نكس"
"NEM","نم"
"NEMÂ","نما"
"NEMED","نمد"
"NEMEDPÛŞ","نمدپوش"
"NEMEK","نمك"
"NEML","نمل"
"NEMNÂK","نمناک"
"NENG","ننگ"
"NERD","نرد"
"NERM","نرم"
"NERMİN","نرمين"
"NESC","نسج"
"NESEB","نسب"
"NESH","نسخ"
"NESÎM","نسيم"
"NESL","نسل"
"NESR","نثر"
"NESREN","نثرا"
"NESRİN","نسرین"
"NESSAC","نساج"
"NESTEREN","نسترن"
"NEŞAT","نشاط"
"NEŞ'ET","نشئت"
"NEŞÎDE","نشيده"
"NEŞR","نشر"
"NEŞRİYAT","نشریات"
"NEŞV Ü NEMÂ","نشو و نما"
"NEŞVE","نشوه"
"NEŞVEDÂR","نشوه دار"
"NETÂİC","نتائج"
"NETÎCE","نتيجه"
"NEV","نو"
"NEV'","نوع"
"NEVÂ","نوا"
"NEVÂDE","نواده"
"NEVÂDİR","نوادر"
"NEVÂLE","نواله"
"NEVÂZ","نواز"
"NEVÂZİŞ","نوازش"
"NEVBAHAR","نوبهار"
"NEVBET","نوبت"
"NEVCİVAN","نوجوان"
"NEVDEVLET","نودولت"
"NEVHA","نوحه"
"NEVİ","نوع"
"NEVRES","نورس"
"NEVRUZ","نوروز"
"NEVRUZİYE","نوروزیه"
"NEVZAD","نوزاد"
"NEZ'","نزع"
"NEZÂFET","نظافت"
"NEZÂKET","نزاكت"
"NEZÂRET","نظارت"
"NEZD","نزد"
"NEZİH","نزیه"
"NEZR","نذر"
"NISF","نصف"
"NISF-I AHÎR","نصف اخير"
"NISFUNNEHÂR","نصف النهار"
"NİAM","نعم"
"NİDÂ'","نداء"
"NİFÂK","نفاق"
"NİGÂH","نگاه"
"NİGÂR","نگار"
"NİGEH","نگه"
"NİGÎN","نگين"
"NİHÂD","نهاد"
"NİHÂL","نهال"
"NİHÂN","نهان"
"NİHAYET","نهایت"
"NİJÂD","نژاد"
"NİKAB","نقاب"
"NİMET","نعمت"
"NİSÂ","نسا"
"NİSÂB","نصاب"
"NİSÂR","نثار"
"NİSBET","نسبت"
"NİSBÎ","نسبى"
"NİSVÂN","نسوان"
"NİSYÂN","نسيان"
"NİŞAN","نشان"
"NİŞÂNE","نشانه"
"NİŞANGÂH","نشانگاه"
"NİŞÎN","نشين"
"NİZÂ","نزاع"
"NİZÂM","نظام"
"NİZÂMNAME","نظام نامه"
"NOHUDÎ","نخودی"
"NOKSÂN","نقصان"
"NOKTA-İ NAZAR","نقطهء نظر"
"NUHBE","نخبه"
"NUKÂT","نقاط"
"NUKUD","نقود"
"NUKÛŞ","نقوش"
"NUR","نور"
"NURANÎ","نورانى"
"NUSH","نصح"
"NUSRET","نصرت"
"NÛŞİN","نوشين"
"NUTFE","نطفه"
"NUTK","نطق"
"NUZZÂR","نظار"
"NÜBÜVVET","نبوت"
"NÜCUM","نجوم"
"NÜFUS","نفوس"
"NÜFUZ","نفوذ"
"NÜKHET","نكهت"
"NÜKTE","نكته"
"NÜKTEDAN","نكته دان"
"NÜMAYAN","نمایان"
"NÜMAYİŞ","نمایش"
"NÜMUNE","نمونه"
"NÜSAH","نسخ"
"NÜSHA","نسخه"
"NÜZHET","نزهت"
"NÜZUL","نزول"
"ÖRFÎ İDARE","عرفى اداره"
"RAVZA-İ MUTAHHARA","روضهء مطهره"
"RECÜL-İ SİYASÎ","رجل سياسى"
"RESM-İ KÜŞÂD","رسم كشاد"
"RÛZ-İ CEZÂ","روز جزا"
"RÜSVÂ","رسوای"
"RÜSVÂY","رسوای"
"SADR-I A'ZAM","صدر اعظم"
"SADR-I ESBAK","صدر اسبق"
"SÂKEYN-İ ŞİBH-İ MÜNHARİF","ساقين شبه منحرف"
"SANÂYİ-İ NEFÎSE","صنایع نفيسه"
"SENE-İ HİCRİYYE","سنهء هجریه"
"SENE-İ KAMERİYYE","سنهء قمریه"
"SENE-İ MÎLÂDİYYE","سنهء ميلادیه"
"SENE-İ ŞEMSİYYE","سنهء شمسيه"
"SERV-İ BÜLEND","سرو بلند"
"SERV-İ HIRÂMÂN","سرو خرامان"
"SERV-İ NİHÂL","سرو نهال"
"SERV-İ REVÂN","سرو روان"
"SEVK-İ TABİ'Î","سوق طبيعى"
"SILA-İ RAHM","صلهء رحم"
"SINÂÂT-I EDEBÎ","صناعات ادبى"
"SIRÂT-I MÜSTAKÎM","صراط مستقيم"
"SİLSİLE-İ MERÂTİB","سلسلهء مراتب"
"SİTTİN SENE","ستتين سنه"
"SUBH Ü MESÂ","صبح و مسا"
"SÜRMEDAN","سرمه دان"
"ŞAKÂİKÜNNUMÂN","شقاءق النعمان"
"ŞEB-İ ARÛS","شب  عروس  "
"ŞEB-İ YELDÂ","شب یلدا"
"TELKÂRÎ","تل كاری"
"TUĞRÂKEŞ","طغراكش"
"TÛRANÎ","تورانى"
"TÛRANİYÜLASL","تورانى الاصل"
"TÜRKİYÂT","تركيات"
"TÜRKTÂZ","تركتاز"
"VÂKİ'","واقع"
"VAZ'-I HAML","وضع حمل"
"VAZ'-I KADÎM","وضع قدیم"
"VAZ'-I YED","وضع ید"
"ZİRÂ'","ذراع"
"HATA","خطا"
"BİLA","بلا"
"HASAN ","حسن"
"CİHAZ","جهاز"
"BİLKUVVE","بالقوه"
"MEDAR","مدار"
"AMİN","آمين"
"DERECAT","درجات"
"İSTİMDAD","استمداد"
"TENKİD","تنقيد"
"DAHİL","داخل"
"FARAZA","فرضا"
"KAVAİD","قواعد"
"MÜCAHEDE","مجاهده"
"TEZYİN","تزيين"
"FİRAK","فراق"
"İNAD","عناد"
"MUHAL","محال"
"ŞAKİRD","شاكرد"
"FÜYÜZAT","فيوضات"
"İFRAT","افراط"
"SADIK","صادق"
"İSTİHDAM","استخدام"
"ERZAK","ارزاق"
"YEİS","يأس"
"ZİYARET","زيارت"
"DAİRE","دائره"
"HÂFIZ","حافظ"
"TEZAHÜR","تظاهر"
"VUKU","وقوع"
"VAZİFE","وظيفه"
"TECELLİ","تجلي"
"RÜKÜN","ركن"
"İZHAR","اظهار"
"ÂKIBET","عاقبت"
"SAHİB","صاحب"
"ÜSTAD","استاد"
"VİSAL","وصال"
"ÇARK","چرخ"
"HULASA","خلاصه"
"MUVAFIK","موافق"
"İHTİLAT","اختلاط"
"FETİH","فتح"
"KAİDE","قاعده"
"MEKKE","مكه"
"GAYE","غايه"
"BİDAYET","بدايت"
"KISIM","قسم"
"İMTİHAN","امتحان"
"SÛRE","سوره"
"AHVAL","احوال"
"TEMSİL","تمثيل"
"VASIF","وصف"
"HALAT","حالات"
"HATIRA","خاطره"
"NİSYAN","نسيان"
"İSTİKAMET","استقامت"
"DİVANE","ديوانه"
"İFHAM","افهام"
"VAZAİF","وظائف"
"MURASSA'","مرصع"
"SANAT","صنعت"
"TESBİH","تسبيح"
"CEVAB","جواب"
"İNTİSAB","انتساب"
"HASIL","حاصل"
"HALİS","خالص"
"HEDİYE","هديه"
"İCMALEN","اجمالاً"
"İ'LAN","اعلان"
"NAKIS","ناقص"
"TEKMİL","تكميل"
"MURAD","مراد"
"MEVSİM","موسم"
"ŞEKİL","شكل"
"BAHAR","بهار"
"İSA","عيسي"
"LEZİZ","لذيذ"
"BEDİÜZZAMAN","بديع الزمان"
"DAİM","دائم"
"VAAD","وعد"
"ETBÂ","اتباع"
"ÖZÜR","عذر"
"SUHULET","سهولت"
"ZAHİR","ظاهر"
"HATİME","خاتمه"
"GAFFAR","غفار"
"İSTİKLAL","استقلال"
"İZAH","ايضاح"
"HUSUSEN","خصوصًا"
"NİZAM","نظام"
"ADAVET","عداوت"
"ENDİŞE","انديشه"
"EZVAK","اذواق"
"MEDRESE","مدرسه"
"HİLAL","هلال"
"MÜNEZZEH","منزه"
"BİDAT","بدعت"
"ÜSLUB","اسلوب"
"CİDAL","جدال"
"FELSEFE","فلسفه"
"İŞARET","اشارت"
"RİSALETÜNNUR","رسالت النور"
"İZALE","ازاله"
"MUSTAFA","مصطفي"
"İSTİHSAN","استحسان"
"EVAMİR","اوامر"
"BÂHİR","باهر"
"DUA","دعا"
"MASNU'","مصنوع"
"MUTİ'","مطيع"
"ZUHUR","ظهور"
"İNKISAM","انقسام"
"DALALET","ضلالت"
"RÜZGAR","روزگار"
"ZULUMAT","ظلمات"
"MÜNASİP","مناسب"
"ZAMAN","زمان"
"VAHİY","وحي"
"HÜKÜM","حكم"
"VACİB","واجب"
"HAVA","هوا"
"İSTİKBAL","استقبال"
"İŞTİRAK","اشتراك"
"İBARET","عبارت"
"İNSAN","انسان"
"ŞEYTAN","شيطان"
"EMİN","امين"
"TAĞAYYUR","تغير"
"VAKIA","واقعه"
"ÎFA","ايفا"
"TEVATÜR","تواتر"
"MÜKAFAT","مكافات"
"İRADE","اراده"
"CEVELAN","جولان"
"KEBİR","كبير"
"CİBAL","جبال"
"CİNAYET","جنايت"
"MEVCUD","موجود"
"NÜMA","نما"
"AHLAK","اخلاق"
"EVSAF","اوصاف"
"İSİM","اسم"
"FEZA","فضا"
"MÜKEMMEL","مكمل"
"FASIK","فاسق"
"İHTİYAÇ","احتياج"
"ŞEFKAT","شفقت"
"FATIR","فاطر"
"İKRAM","اكرام"
"İLHAD","الحاد"
"TESADÜF","تصادف"
"İMZA","امضا"
"SARAY","سراي"
"MUKABELE","مقابله"
"İDARE","اداره"
"ZİYADE","زياده"
"ANASIR","عناصر"
"MUHAMMED","محمد"
"İSTİLZAM","استلزام"
"FURKAN","فرقان"
"NEMA ","نما"
"RİVAYET","روايت"
"TAKVA","تقوي"
"HİS","حس"
"İHATA","احاطه"
"KÂBE","كعبه"
"MAHKEME","محكمه"
"ŞEFAAT","شفاعت"
"NEFES","نفس"
"NEHİR","نهر"
"BEDAHET","بداهت"
"TANZİM","تنظيم"
"İLTİBAS","التباس"
"MUHTEMEL","محتمل"
"ESRAR","اسرار"
"FAZİLET","فضيلت"
"RAB","رب"
"TASDİK","تصديق"
"ZİKİR","ذكر"
"TE'SİR","تأثير"
"İCTİHAD","اجتهاد"
"İKNA","اقناع"
"İKTİSAT","اقتصاد"
"LEZAİZ","لذائذ"
"KİTAB","كتاب"
"TEVAZU","تواضع"
"İHLAS","اخلاص"
"ESARET","اسارت"
"HAD","حد"
"İTİKAD","اعتقاد"
"MECMU'","مجموع"
"KUR'AN","قرآن"
"GALİB","غالب"
"İNTİŞAR","انتشار"
"HAMİYET","حميت"
"İCAB","ايجاب"
"ÎMA","ايما"
"MAKUL","معقول"
"DÂHİ","داهي"
"DAHÎ","دخي"
"İ'DAM","اعدام"
"AHMED","احمد"
"FİRAVUN","فرعون"
"NETİCE","نتيجه"
"TESANÜD","تساند"
"İSMAİL","اسمعيل"
"HAYAL","خيال"
"HADİS","حديث"
"Zİ","ذي"
"SÜFLİ","سفلي"
"CİHAD","جهاد"
"BİZZAT","بالذات"
"MADDE","ماده"
"SU-İ İSTİMAL","سوء استعمال"
"MUSA","موسي"
"BÂKİ","باقي"
"İSRAF","اسراف"
"İSABET","اصابت"
"TAKLİD","تقليد"
"FİHRİST","فهرست"
"MUHALİF","مخالف"
"İCMA","اجماع"
"EVLİYA","اوليا"
"MEŞRU'","مشروع"
"SARİH","صريح"
"MÜ'MİN","مؤمن"
"ZARURET","ضرورت"
"TAAM","طعام"
"İBRAHİM","ابراهيم"
"İHRAÇ","اخراج"
"TAHARET","طهارت"
"MEFTUN","مفتون"
"SÜNNET","سنت"
"VERASET","وراثت"
"DELAİL","دلائل"
"SEVAB","ثواب"
"DAĞVARİ","طاغ واري"
"ALLAH","اللّٰه"
"DEHŞET","دهشت"
"İTİRAF","اعتراف"
"MAZİ","ماضي"
"İSBAT","اثبات"
"EVHAM","اوهام"
"CEZİRE","جزيره"
"HEYECAN","هيجان"
"ŞAHIS","شخص"
"MÜHÜR","مهر"
"HÂYIR","خير"
"MAHARET","مهارت"
"İCAD","ايجاد"
"TA'ZİM","تعظيم"
"TEŞEKKÜR","تشكر"
"MÜTENAHİ","متناهي"
"MEAL","مئال"
"ULEMA","علما"
"İLHAM","الهام"
"İMTİSAL","امتثال"
"TEAVÜN","تعاون"
"AHBAB","احباب"
"LÜTUF","لطف"
"CİFR","جفر"
"DELİL","دليل"
"İHTİMAL","احتمال"
"ŞEAİR","شعائر"
"A'DEM","عدم"
"ENBİYA","انبيا"
"TILSIM","طلسم"
"İHYA","احيا"
"SAİR","سائر"
"UHREVİ","اخروي"
"CÜR'ET","جرئت"
"EŞHAS","اشخاص"
"İLAH","اله"
"VAHDANİYET","وحدانيت"
"KÂİNAT","كائنات"
"İNS","انس"
"NOKTA","نقطه"
"LİSAN","لسان"
"ZÜ","ذو"
"MENBA'","منبع"
"ZAAF","ضعف"
"İNAYET","عنايت"
"ZINDIK","زندق"
"İNKIRAZ","انقراض"
"TE'VİL","تأويل"
"İSTİKRAR","استقرار"
"KAVİ","قوي"
"İHTİYAT","احتياط"
"İTİRAZ","اعتراض"
"CENUB","جنوب"
"TEBDİL","تبديل"
"ULVİ","علوي"
"BEDİHİ","بديهي"
"MELCE'","ملجأ"
"CEREYAN","جريان"
"USUL","اصول"
"MALUM","معلوم"
"TAMİR","تعمير"
"BASİT","بسيط"
"MUKADDER","مقدر"
"BERAHÎN","براهين"
"KÜFÜR","كفر"
"TEVFİK","توفيق"
"VECİH","وجه"
"MAHBUB","محبوب"
"TAHKİR","تحقير"
"MALİK","مالك"
"MENFİ","منفي"
"MUHTAÇ","محتاج"
"ZEVAL","زوال"
"CESARET","جسارت"
"CEVVAL","جوال"
"EMSAL","امثال"
"KIRAAT","قرائت"
"SURET","صورت"
"FAİDE","فائده"
"MAANİ","معاني"
"SEYYİAT","سيآت"
"VAKİT","وقت"
"BİSMİLLAH","بسم اللّٰه"
"TA'RİF","تعريف"
"TEBLİĞ","تبليغ"
"CEVAZ","جواز"
"CİNAN","جنان"
"HAFİ","خفي"
"RİSALE-İ NUR","رسالۀ نور"
"İHSAS","احساس"
"İSTİRAHAT","استراحت"
"ENZAR","انظار"
"MUSİBET","مصيبت"
"MUKABİL","مقابل"
"DÜSTUR","دستور"
"İSTİFADE","استفاده"
"SİYASET","سياست"
"ELHAMDÜLİLLAH","الحمد للّٰه"
"HEVA","هوا"
"KAT'İ","قطعي"
"FİİL","فعل"
"İSNAD","اسناد"
"EZAN","اذان"
"SAİD","سعيد"
"DEVA","دوا"
"GARAİB","غرائب"
"İNHİSAR","انحصار"
"KEBAİR","كبائر"
"SÜRAT","سرعت"
"TAHLİL","تحليل"
"ASFİYA","اصفيا"
"VAKİ'","واقع"
"SIDDÎK","صديق"
"MİSAFİR","مسافر"
"DÜNYA","دنيا"
"FESAD","فساد"
"TEVEKKÜL","توكل"
"İHVAN","اخوان"
"MAŞALLAH","ماشاء اللّٰه"
"KABİLİYET","قابليت"
"DARB-I MESEL","ضرب مثل"
"TE'LİF","تأليف"
"İHTİYAR","اختيار"
"MİZAN","ميزان"
"VÜCUB","وجوب"
"HUZUR","حضور"
"CESED","جسد"
"HEYET","هيئت"
"HAKAİK","حقائق"
"ÜNSİYET","انسيت"
"DANE","دانه"
"MUARAZA","معارضه"
"BESMELE","بسمله"
"CİN","جن"
"KÂFİR","كافر"
"SULTAN","سلطان"
"ALAMET","علامت"
"İHTİVA","احتوا"
"İSTİNAD","استناد"
"TEKZİB","تكذيب"
"VASITA","واسطه"
"ÂSAR","آثار"
"TALİM","تعليم"
"ENANİYET","انانيت"
"MÜMKÜN","ممكن"
"İHTAR","اخطار"
"MERCİ'","مرجع"
"MUSAHHAR","مسخر"
"SEFAHET","سفاهت"
"İCMAL","اجمال"
"TESHİR","تسخير"
"RAMAZAN","رمضان"
"GARİB","غريب"
